word,start,end,duration,rms_mean,zcr_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,label
 I,92.66,93.8,1.14,0.057354588,0.248426649,-254.0785,25.648766,-63.746258,16.634018,-36.935364,26.051653,-24.253876,9.158804,-4.914282,-1.1708989,-9.073924,-7.8004956,-8.997938,0
 don't,93.8,94.34,0.54,0.06676171,0.156565947,-178.11237,76.65524,-72.402405,-7.445266,-44.664062,18.000147,-12.351362,4.633026,-8.171197,-6.339553,-12.588394,-24.205803,-7.4467793,0
 mind,94.34,94.56,0.22,0.08777309,0.1171875,-155.3964,43.743217,-51.051807,13.093969,-49.457542,35.468346,-11.611099,0.75156564,-20.969364,-20.62745,-8.228537,-27.874054,-5.4674325,0
 at,94.56,94.76,0.2,0.04546904,0.093261719,-192.6672,57.44622,-27.611774,49.377064,-28.400457,-12.427553,-20.70083,-16.433313,-10.508497,-21.907183,-2.6868389,-6.3404117,1.4348524,0
 all,94.76,94.96,0.2,0.096086085,0.091378348,-181.63191,82.15403,-52.55237,4.2467847,-97.61975,31.80292,-26.835814,-5.0231733,-7.375547,-6.1262894,6.0669413,-6.8471603,2.8150907,0
 staying,94.96,95.4,0.44,0.06286774,0.358503069,-182.46997,-23.914333,-7.499908,18.994644,-42.58601,9.255944,-22.631575,1.3598347,-6.8863797,-13.336795,-4.058888,0.10162517,-2.5178533,0
 in,95.4,95.78,0.38,0.070409425,0.135782878,-181.83385,13.652616,-17.418715,37.34918,-48.72459,-11.521503,-6.469597,-8.769538,-7.086006,-25.830141,9.117823,-7.4842305,-8.355704,0
 talking,95.78,96.18,0.4,0.046313684,0.220665565,-239.23633,28.260998,-16.012594,-7.986773,-26.345295,11.867021,-7.144912,-1.4834715,-23.648083,-11.616267,4.8414893,-17.464804,-4.1695256,0
 with,96.18,96.46,0.28,0.03093389,0.118164063,-262.21307,63.76042,-23.78073,20.890875,-31.01402,9.336285,-29.695,-12.344568,-7.9383173,-26.58301,9.067951,-31.132877,8.102977,0
 good,96.46,96.68,0.22,0.026528683,0.246651786,-284.3298,14.16668,-15.440886,38.10207,-9.667112,6.866664,-43.077183,-3.9253118,7.0166116,-28.62029,12.187729,-19.726969,9.104886,0
 friends,96.68,97.08,0.4,0.07138213,0.288236178,-186.40749,-10.384627,-45.50977,25.759247,-7.4325256,-1.4651606,-22.378904,-0.18994986,3.8975139,-13.860899,-4.1996927,-13.52667,-1.2385314,0
 and,97.08,97.34,0.26,0.03898017,0.142849392,-230.25677,45.974743,8.356395,27.12221,-13.966289,-9.0842495,-22.323967,-6.778495,-14.274643,-14.35359,-10.292545,-15.980452,12.834958,0
 probably,97.34,97.68,0.34,0.04873605,0.164417614,-258.89886,62.278538,-43.31439,5.2428913,-29.894884,18.868065,-11.714893,3.6838014,-10.843008,-0.7595671,-9.136947,-6.7285066,-6.5889845,0
 later,97.68,97.98,0.3,0.041504677,0.095166016,-235.84122,64.93825,-20.757435,43.72149,-30.835812,6.398426,-14.201319,-15.627965,-2.0728157,-20.462406,12.301977,-17.704002,12.619736,0
 on,97.98,98.28,0.3,0.09293997,0.091162109,-177.32872,74.461174,-72.319626,21.84848,-35.877007,14.9410305,-20.40514,-11.031935,7.676262,-14.038498,-1.3990489,-26.741146,3.7588353,0
 getting,98.28,98.96,0.68,0.035576023,0.304776278,-275.41345,-12.878152,-25.506233,44.88877,-20.835497,8.542587,-20.727007,9.83863,-9.564449,-17.09251,-1.6522403,-5.0628285,-1.0131432,0
 some,98.96,99.24,0.28,0.044730406,0.23844401,-183.69572,9.218868,9.8955145,33.724464,-9.598202,-9.469097,-15.543287,-8.725976,-16.558395,-22.977892,-5.931869,-10.493977,-5.141409,0
 housework,99.24,99.76,0.52,0.05297219,0.299287684,-170.22595,25.200052,-36.731705,-3.1984315,-22.596975,18.23172,-27.745443,1.450525,-6.3720055,-15.734766,-4.3339124,-4.525142,-8.623913,0
 done.,99.76,100.14,0.38,0.04222657,0.209065755,-210.02895,30.38669,-42.7839,11.387517,-25.922606,13.345824,-19.013914,-6.0494995,-4.065887,1.188589,-3.6770248,-13.574051,-1.1807233,0
 Good,101.3,102.06,0.76,0.057116073,0.293579102,-245.8905,46.535828,-4.2942924,-7.8067355,-16.566175,6.850348,-11.134316,-9.823621,-5.9199624,-10.860703,0.80991024,-8.920471,-12.315717,0
 for,102.06,102.42,0.36,0.09969521,0.341105143,-93.20002,12.341278,11.125046,12.478772,3.2174263,-11.241126,-23.0198,-11.817111,-9.296809,-23.22164,-9.37866,-6.705099,-11.4265785,0
 you.,102.42,102.62,0.2,0.11741351,0.071916853,-142.02103,77.55725,-20.967634,44.984253,27.579714,-25.752443,-18.285055,-21.359268,4.96243,-49.518772,-1.7239562,-5.47584,-23.028152,0
 So,103.36,103.76,0.4,0.06656727,0.384652945,-212.19693,-38.470177,-31.013235,7.529129,-21.956133,-0.16908756,-18.033356,-14.265715,12.74694,-8.548493,0.65701,-2.7837384,2.4425387,0
" Alan,",103.76,105.38,1.62,0.0672499,0.236031327,-242.00536,28.79482,-51.26606,1.1551203,-35.665665,15.564365,-8.550969,-9.99967,-4.5672274,-8.118817,-3.101587,-15.67821,-5.854075,0
 for,105.7,106.46,0.76,0.011130446,0.483072917,-369.81836,-34.52318,6.299286,15.867757,-18.090105,4.782006,-10.586774,5.504267,-5.5329037,-6.345688,-2.9041564,-2.1282942,-4.397284,2
 our,106.46,106.7,0.24,0.12109323,0.12097168,-143.19223,112.0611,-118.459,-26.245144,-43.935017,12.817003,-57.93673,-12.516011,27.77701,-25.044264,15.59688,-18.6115,-11.399857,0
 listeners,106.7,107.14,0.44,0.0470953,0.310267857,-180.32396,-10.941882,-19.303885,13.481935,-24.99185,4.9417014,-31.145222,-17.766642,0.8532664,-17.01671,-4.2328434,-13.627113,2.4453971,0
 could,107.14,107.52,0.38,0.032370932,0.347005208,-226.44664,-15.835083,-27.873901,30.530714,-8.368137,-0.41056076,-37.907383,3.4232404,5.406904,-22.115799,-1.6587642,-10.917752,-2.2775185,0
 you,107.52,107.76,0.24,0.031897813,0.325561523,-279.4572,-46.709816,-1.0492706,65.11833,-22.943794,3.5216155,-11.116702,-10.088051,-1.3883393,-18.72398,2.9576178,-9.494318,-10.901864,0
 formally,107.76,108.48,0.72,0.037851643,0.274159307,-270.11914,25.014675,-16.21756,-0.1441348,-29.924107,10.209174,-14.9623575,-9.460962,-2.9005237,-26.223524,4.4312716,-13.990486,-3.3050616,1
 introduce,108.48,109.34,0.86,0.04648924,0.22833478,-225.47118,9.3441305,-9.34645,31.190355,-35.45454,-4.8357115,-6.376327,-16.46598,-13.392162,-25.803465,-4.6654854,-14.802595,-8.262707,0
" yourself,",109.34,109.94,0.6,0.073933184,0.34323602,-172.99396,-53.135174,-11.187043,29.8387,-31.536898,-9.771081,-20.568329,-8.419457,-2.5837688,-9.899773,-9.600868,-9.084426,-5.8466663,0
 your,111.08,111.26,0.18,0.026004503,0.186767578,-287.25586,1.0648569,-4.9677596,101.79828,-33.629868,-5.9051723,-7.7836556,-11.782701,-7.5095863,-26.097975,-0.2949334,-12.5572,-8.732038,0
 name,111.26,111.6,0.34,0.105674334,0.250887784,-173.50575,-12.512676,-15.201984,80.64605,-61.869095,-10.830992,5.8690352,-28.65994,-6.990918,-29.332355,7.8230925,-6.382843,-4.2427287,0
 and,111.6,112.04,0.44,0.0606685,0.161202567,-174.19106,32.098732,-35.863354,39.690823,-24.008604,-18.195667,-18.023188,-10.59785,-5.430355,-23.367224,0.19760513,-20.507113,-8.340459,0
 again,112.04,112.4,0.36,0.06968755,0.19913737,-141.82268,32.65252,-35.21467,51.673523,-40.806652,-13.996348,-26.734865,-1.7742362,-8.968024,-21.522394,-4.5786266,-17.042017,1.3468491,0
 where,112.4,112.76,0.36,0.072762154,0.097330729,-204.53767,65.987816,-46.509228,31.162191,-26.839546,-14.814513,-17.250406,-10.595974,6.4280677,-33.178555,5.9550533,-19.201063,5.0776553,1
 you're,112.76,114,1.24,0.06640528,0.152769431,-241.78246,90.60992,-71.85164,22.650211,-19.529587,3.7242064,-56.523438,-4.6753397,4.049457,-30.473148,13.299149,-18.081013,4.926491,0
 from,114,114.28,0.28,0.097699255,0.239095052,-159.21613,28.384056,-80.557686,-3.7790875,-29.03673,4.0622287,-5.4647045,-8.273712,-4.8551793,2.1046293,8.032125,-17.445282,0.17607532,0
 and,114.28,114.72,0.44,0.059773173,0.137032645,-204.58922,36.645683,-41.391945,23.332563,-24.25173,-3.607945,-14.011725,-11.448481,8.405681,-28.89392,7.849243,-20.677181,0.8854824,0
 what,114.72,115.7,0.98,0.054137908,0.271515877,-237.74203,-0.12916614,-45.536697,16.363031,-28.141386,11.344982,-13.094751,-9.3648615,2.0459056,-6.2362533,1.4929276,-14.07034,5.8589253,0
 you,115.7,115.84,0.14,0.075873904,0.200683594,-121.07571,29.885794,-28.325695,82.17315,-44.346916,-19.476254,-6.664094,-30.618933,3.983387,-35.87691,15.818224,-29.931782,4.4429317,0
 do,115.84,115.98,0.14,0.067574896,0.221679688,-163.62033,-6.149025,7.1291857,69.81935,-31.175037,2.44351,-15.394257,1.067857,-20.987099,-21.8185,-4.0228367,-18.648579,-9.297967,0
 with,115.98,116.16,0.18,0.051487643,0.169108073,-176.76167,27.537392,-34.696354,44.41095,-21.112349,11.805,-30.2559,-1.2641728,-0.001210531,-17.203375,-3.0334103,-18.55617,-7.138111,0
 yourself,116.16,116.48,0.32,0.08870518,0.252752131,-126.20458,13.815491,-9.89181,17.672783,-35.323753,-2.9807107,-20.375038,-3.9266403,-5.5718503,-2.3418183,-7.6141963,-6.090465,-5.4785786,0
 these,116.48,116.8,0.32,0.041300073,0.362615412,-220.13013,-32.94238,17.57275,41.972164,-11.17695,-8.622521,-4.743539,0.67055553,-12.687793,-9.921951,-4.5292826,-8.274542,-6.5854583,0
 days?,116.8,117.12,0.32,0.052575137,0.309792259,-161.21803,5.9582977,6.48132,54.136448,-27.158772,-21.256086,-28.1151,-4.271674,-13.278342,-20.28221,-2.277369,-2.2625132,-7.5716114,0
 I,117.76,118.3,0.54,0.032997098,0.21294807,-383.4377,83.82049,-24.692625,-4.5110273,-17.041609,9.063317,-7.5879006,3.416652,-12.746533,9.1886635,-5.226435,-1.0522059,-8.34115,0
 will,118.3,118.58,0.28,0.14947459,0.042317708,-188.69489,170.45015,-38.497055,4.2986426,-22.6446,5.7893896,-36.23223,-11.024827,-24.564333,-22.753977,-1.7002248,-9.043597,-13.220453,0
 introduce,118.58,119.14,0.56,0.11827947,0.08726671,-189.56555,112.81115,-43.27633,48.783817,-22.117561,8.701702,-36.88262,-1.9376343,-27.172861,-11.91293,-12.597598,-11.5287285,-0.92063797,0
 myself,119.14,119.8,0.66,0.117999986,0.171177455,-182.96683,116.89388,-36.277645,33.619877,-24.22767,15.64973,-33.03737,9.195198,-27.020945,5.487194,-7.0697837,-8.725485,-9.138079,0
 even,119.8,120.54,0.74,0.062638626,0.149251302,-266.96793,95.138405,-35.829113,59.279766,-34.06384,-2.882047,-18.265999,11.905826,-22.952332,-11.712844,-7.9041305,-9.984838,-7.5044117,0
 though,120.54,121.04,0.5,0.113236934,0.053497314,-201.22049,142.56793,-19.802607,-2.0307555,-37.39208,16.18597,-35.107727,-0.8821575,-35.49919,-12.263723,6.2133293,-19.459633,-13.205626,0
 as,121.04,121.84,0.8,0.0740899,0.15621244,-287.86,115.1918,-26.789186,-5.4385843,-35.443142,5.7939687,-23.611774,6.528559,-13.35948,2.1265352,-3.784578,-11.843176,-8.728523,0
 you,121.84,122.1,0.26,0.06691628,0.158257378,-253.9878,58.433823,-4.835127,75.20481,-10.756645,11.752967,-21.129581,7.3703866,-20.195225,-7.305507,-17.655834,0.88763934,-19.013187,0
 know,122.1,122.42,0.32,0.13386972,0.044699929,-207.48439,154.14616,-27.841278,14.776284,-23.665815,-13.2464485,-13.53591,-9.63354,-28.88709,-10.38965,-4.2048297,-5.752405,-9.421085,0
 I'm,122.42,122.82,0.4,0.08642037,0.059344952,-248.3401,161.17267,-21.850304,2.54579,-29.224182,-12.311324,-21.555084,-5.571614,-18.63844,-0.4971023,-8.320323,-3.345481,-10.796825,0
 a,122.82,122.98,0.16,0.031417605,0.034667969,-330.08865,170.24123,-4.6944194,20.376184,16.883781,6.9240184,-20.863241,-12.664294,-20.408484,-11.42781,-1.8078028,0.6131847,-11.790618,0
 shy,122.98,123.4,0.42,0.09566353,0.202462333,-215.76859,75.54279,-56.46781,38.32918,-32.47511,5.2226896,-25.420391,16.500475,-32.078125,-0.15997955,-11.205695,8.576799,-16.511644,0
 and,123.4,123.96,0.56,0.056062385,0.088975694,-267.16583,126.51022,-36.95177,43.337925,-16.281567,-12.547477,-36.28322,1.8670275,-21.727955,-4.0871797,-2.0321734,-16.539433,-4.9536867,0
 retiring,123.96,124.62,0.66,0.10005769,0.119768415,-192.22037,120.31661,-46.311165,11.885119,-14.310983,-0.19957772,-25.100052,-9.687614,-14.479132,-13.884078,-1.7350423,-14.275654,-7.7022195,0
 guy.,124.62,125.2,0.58,0.10807214,0.063116776,-200.30402,148.02905,-54.852745,23.74764,-24.551434,-3.0047526,-32.818283,-1.5599594,-22.232008,-12.790718,0.018189078,-6.7576456,-15.589271,0
 My,126.82,127.82,1,0.05438208,0.310058594,-280.57785,23.52822,-40.848747,30.185125,-19.843578,3.5164657,-9.276999,-9.025424,15.483319,-37.9616,2.719716,-7.505618,-7.093034,0
 name,127.82,128.22,0.4,0.09471132,0.071739784,-186.57614,88.01017,-49.39982,48.26304,-43.985004,-22.3362,-40.43963,7.7550387,-15.165305,-19.544653,13.155598,-9.174179,-3.4971983,0
 is,128.22,128.8,0.58,0.080679566,0.081157484,-255.73227,94.762085,-36.580727,25.721088,-22.270386,9.171135,-45.59206,0.56976324,-23.013126,-19.017258,-6.720731,-9.941791,-9.698066,0
 Alan,128.8,129.44,0.64,0.10810555,0.182733445,-284.19516,99.165596,-38.850235,-24.579529,-38.41753,6.027426,-20.700138,6.5926876,-27.705517,8.607843,-4.1802664,-9.842369,-1.2801447,0
 Badminton,129.44,130.4,0.96,0.058174524,0.060515373,-311.59845,122.60761,-19.732258,34.29462,-12.324299,-2.8716712,-20.51396,3.1574879,-19.003008,-6.4609995,-0.6225187,-18.399458,-7.58512,0
 and,130.4,130.64,0.2399375,0.043594882,0.041931152,-275.27344,167.36816,-36.08014,22.95683,0.50596535,-15.121627,-36.8462,-22.876942,-9.873845,1.668393,-8.251237,-4.276162,-6.373226,0
 I'll,130.64,130.86,0.2200625,0.1141182,0.088797433,-198.94124,165.53947,-57.788372,-28.766005,-43.012123,-11.293027,-11.793806,7.605582,-30.114319,8.097883,-8.108679,-4.3819323,-15.967444,0
 spell,130.86,131.16,0.3,0.07637869,0.148730469,-266.7741,79.93245,-18.339092,17.604414,-8.59376,19.397259,-38.234676,14.86043,-16.053572,10.371717,-0.7904073,-2.4631119,4.2784605,0
 that,131.16,131.54,0.38,0.13074268,0.076741536,-195.67268,159.4694,-49.390823,-29.32608,-46.47981,-12.539497,-25.54289,-2.072833,-27.353165,-0.71502525,1.3694515,-20.826948,-6.9383264,0
 because,131.54,131.9,0.36,0.016205968,0.117757161,-350.74454,117.09857,-27.918413,37.47695,5.070771,3.0416164,-16.262102,-4.841377,-1.3340744,-9.241152,-13.926509,-1.572126,-12.563667,0
 everybody,131.9,132.4,0.5,0.07194658,0.048156738,-250.58194,145.92218,-52.413845,30.248901,-5.557699,-5.3235493,-28.31442,-18.603798,-23.42192,-10.205492,-14.592773,-4.5460687,-13.012304,0
 spells,132.4,133.04,0.64,0.09565821,0.111142113,-225.902,124.46431,-38.60246,22.346249,-15.337125,-3.5374851,-26.073093,-2.613807,-26.338802,-6.294848,3.4287305,0.32632193,-16.658619,0
 it,133.04,133.24,0.2,0.03518363,0.069196429,-295.5065,114.555374,-18.86183,44.70599,8.47712,5.21786,-28.122496,-1.279146,-26.706976,-3.610548,-22.48773,-13.510915,-10.768763,0
 incorrectly.,133.24,133.78,0.54,0.062479384,0.071633732,-266.8748,151.1361,-51.14786,36.335896,-14.65522,-9.09396,-21.560497,-10.492043,-27.79142,-17.99253,-3.0936701,-1.9339936,-17.58887,0
 B,134.66,134.9,0.24,0.088994145,0.105285645,-180.53693,61.09267,-13.900545,86.570114,-19.899345,-3.300519,-20.977146,11.046887,-20.16385,-10.72463,-7.3792777,-9.448638,-17.469246,0
#NAME?,134.9,135.4,0.5,0.100106314,0.104492188,-228.38356,83.589096,-22.882294,50.170692,-42.45639,-19.243587,-48.689735,21.36591,-38.099655,-13.296459,12.125515,-16.725842,2.458589,0
#NAME?,135.4,135.9,0.5,0.080758855,0.078491211,-261.35974,79.40783,-1.3012149,80.25395,-22.492641,-6.868804,-31.90416,17.910233,-37.39398,-10.759636,-2.5464454,-15.084912,-6.4870644,0
#NAME?,135.9,136.68,0.78,0.072658405,0.097363281,-269.07742,99.00777,-17.164398,60.195717,-21.63358,-15.572253,-21.204195,8.073055,-29.102428,-6.314035,2.3545563,-15.926988,-6.220154,0
#NAME?,136.68,137.14,0.46,0.104270965,0.096972656,-203.9426,158.42862,-54.14338,-19.92932,-23.29017,12.192896,-31.576294,19.936995,-31.946772,-12.02902,4.270235,-13.727701,-8.065462,0
#NAME?,137.14,137.8,0.66,0.104721196,0.083728609,-218.94215,112.64613,-30.689425,49.86259,-23.28042,-17.722527,-42.02139,12.855286,-33.23222,-8.070958,-3.5328078,-13.743125,-4.789615,0
#NAME?,137.8,138.6,0.8,0.07280218,0.174842248,-283.59485,51.051125,-26.214413,59.6376,-9.382492,4.974695,-11.262676,7.8368254,-13.929347,4.157386,-12.09574,-6.6384726,-7.4654303,0
#NAME?,138.6,139.38,0.78,0.056233697,0.158203125,-299.55862,67.437675,-5.049673,67.83365,-18.134018,5.447956,-12.174475,13.0164175,-19.129015,0.24223326,-7.8260374,-4.472768,-7.4470763,0
#NAME?,139.38,140.36,0.98,0.06302454,0.177435106,-343.17096,88.80524,-1.9386969,35.604492,-22.731186,-5.992651,-0.98595595,-1.613244,-22.498552,-6.8696585,0.09504669,-8.93642,-4.327178,0
#NAME?,140.36,140.94,0.58,0.040439513,0.167429071,-312.18912,110.42606,-9.687115,14.615852,-7.535047,-8.363116,-23.489182,5.351066,-9.392723,-2.3096366,-8.185451,-10.750225,-1.4199561,0
 Everybody,140.94,141.32,0.38,0.112092815,0.043294271,-210.03717,154.17796,-50.219196,39.271576,10.583785,-16.059132,-30.316414,-7.556458,-17.636717,-14.702689,-7.5865808,-17.487951,-0.3230617,0
 leaves,141.32,141.88,0.56,0.10034234,0.058539497,-234.0421,111.956474,-39.62538,72.932076,-22.003792,-7.8417645,-8.882932,-5.1017003,-27.257763,-15.525711,-10.052647,-2.302155,-22.55417,0
 out,141.88,142.12,0.24,0.112540975,0.091674805,-178.93268,155.58972,-47.01706,6.4870796,-43.56716,5.2494974,-33.406525,-6.9533057,-26.282604,-3.0036323,-4.3483934,4.097378,-17.786715,0
 the,142.12,142.36,0.24,0.018594762,0.12109375,-392.90295,88.28935,-16.898664,57.089363,-2.672856,0.9247775,-11.773125,-0.8739948,-9.513192,-9.276572,-16.840513,-7.1311083,-5.2502995,0
 G,142.36,142.7,0.34,0.034505583,0.119806463,-338.81766,54.281456,0.091199875,111.7019,-13.661724,-6.3238983,-4.261047,18.776968,-29.207062,-4.9335237,-10.76303,-6.5054264,-19.795336,0
 and,142.7,143.46,0.76,0.029651547,0.18947347,-275.90784,65.0311,-12.105542,29.325012,-17.291166,1.686656,-7.6214795,4.9479737,-12.052677,-6.86966,-1.17325,-21.348951,-8.477048,0
 I'm,143.46,144.72,1.26,0.039261255,0.188769531,-352.7194,88.6797,-28.436472,8.13541,-19.6077,8.414998,-10.815709,4.81367,-13.907046,0.98141253,-3.323913,-10.27274,-6.506404,0
 from,144.72,144.92,0.2,0.096432686,0.173758371,-200.90639,112.69264,-28.567501,7.1958365,-46.25518,-5.220989,-21.310328,19.017813,-21.448156,-3.3765655,-15.359475,-1.771629,-2.7295423,0
 Wales,144.92,145.46,0.54,0.1411339,0.055003447,-192.4058,137.87602,-34.222164,9.649186,-46.988308,-15.506999,-31.45044,5.968895,-26.098679,-11.755034,6.1004906,-14.988461,-5.334234,0
 in,145.46,147.04,1.58,0.035557743,0.209414063,-394.16104,65.316025,-5.9065285,24.893822,-7.961201,3.8739722,-13.404267,6.9885454,-10.825763,1.1977928,-5.512316,-1.5175303,-2.2279928,0
 the,147.04,147.26,0.22,0.07726241,0.032017299,-254.50746,109.242966,-25.901293,66.623024,-3.1803043,-9.816684,-21.237635,2.7673786,-20.430868,-13.943651,-6.8496146,-22.41525,-17.544073,0
 United,147.26,147.76,0.5,0.101240516,0.049530029,-222.37845,139.17918,-54.00903,42.627815,-21.28269,-2.8385825,-22.57655,-0.77422357,-22.589134,-10.882351,-7.5576873,-15.150553,-17.243767,0
 Kingdom,147.76,148.34,0.58,0.033959776,0.123149671,-323.02136,93.730194,-21.871374,71.583405,-20.234219,-6.6894712,-9.700272,10.930794,-33.53134,-5.691179,-9.372043,-5.982744,-9.93274,0
 and,148.34,148.66,0.32,0.06913973,0.049272017,-234.80455,147.08449,-47.329002,24.251507,-7.768216,-1.531458,-38.699383,-1.5319923,-27.084381,-4.84635,4.607986,-18.999538,-10.413443,0
 Wales,148.66,149.18,0.52,0.1913496,0.046530331,-194.26135,143.48192,-42.04538,8.637661,-29.964577,-13.864342,-28.252016,-3.7933242,-28.8825,-23.843561,4.536145,-11.779057,-4.912244,0
 just,149.18,149.98,0.8,0.07090347,0.184870793,-286.79083,72.717094,-20.906874,21.499968,-13.062901,15.67022,-25.1835,3.6404207,-12.12464,0.57872117,-10.860101,-6.628236,-1.7026068,0
 to,149.98,150.22,0.24,0.03040478,0.180969238,-321.8183,64.80691,6.1928396,46.721214,3.6314397,16.955214,-33.308067,22.14912,-21.988495,-0.005261898,-15.070423,-7.263376,-3.2050996,0
 give,150.22,150.38,0.16,0.08886274,0.039713542,-242.34578,120.73232,-43.674686,62.390682,-6.118273,-4.7310405,-23.07193,14.454848,-33.603878,-17.38824,-7.0453987,-25.384123,-14.012509,0
 you,150.38,150.54,0.16,0.10014021,0.031819661,-264.4585,116.340614,-33.18938,62.568348,5.860602,-7.2908635,-13.963933,7.179041,-22.740799,-18.679296,-12.3937645,-17.621668,-17.054857,0
 a,150.54,150.76,0.22,0.09492686,0.036830357,-273.00092,185.81718,2.0976756,-3.7468987,-40.428677,-6.7160335,-1.0924149,-11.9753065,-24.905334,-25.809536,-7.945926,-0.3427523,-18.120401,0
 brief,150.76,151.3,0.54,0.052976817,0.117934283,-277.6344,109.0866,-33.10107,51.52054,-8.819548,2.2904816,-18.273342,12.309238,-33.23627,-8.757844,-8.734754,-10.450861,-9.487132,0
 geographical,151.3,152.5,1.2,0.05207306,0.183221114,-346.6687,77.06248,-14.669025,38.54158,-13.646008,3.0943477,-5.4771004,1.768323,-16.252825,-5.836992,-13.46001,-6.315238,-7.152109,0
" lesson,",152.5,153.9,1.4,0.08783922,0.147216797,-260.18808,131.6078,-35.318733,15.367538,-26.835909,9.111423,-19.318117,-1.9855819,-18.159494,-0.8233953,-2.4592063,-1.4196633,-7.012816,0
 Wales,154.22,154.68,0.46,0.10054625,0.085188802,-281.72162,123.60629,-30.79816,25.66196,-25.438469,-8.18334,-25.555952,-4.089508,-19.845602,-18.980812,-3.9051087,-10.389901,-1.4071387,0
 is,154.68,155.14,0.46,0.10851874,0.118522135,-214.89699,110.38869,-29.609001,29.782692,-19.988974,3.4410024,-29.552303,4.4229536,-36.590603,-16.37082,-15.015385,-16.144848,-7.5170407,0
 one,155.14,155.74,0.6,0.055550344,0.169048109,-338.2257,95.34646,-22.17412,3.4711256,-28.46805,20.823267,-21.120388,-1.4098228,-14.448672,3.3340666,-4.202548,-4.0271506,-6.6101627,0
 of,155.74,155.94,0.2,0.09210888,0.062988281,-223.5313,122.95373,-38.60422,-11.159013,-29.204899,7.006995,-28.36196,11.306902,-34.359245,-7.3662157,-5.9762316,-4.7103095,-5.971105,0
 the,155.94,156.12,0.18,0.03376044,0.208658854,-264.38034,108.81659,-26.544016,19.91208,-43.587566,30.057806,-25.121912,6.5689216,-37.034924,-6.1753693,-13.144544,-4.374746,-6.2203217,0
 four,156.12,156.42,0.3,0.089934625,0.181494141,-271.0843,106.30392,2.0190797,15.63942,-52.653675,-5.8416433,-33.439022,0.038737107,-21.137928,8.603482,-10.347239,-3.172791,-3.1275978,0
 countries,156.42,156.9,0.48,0.052262433,0.122283936,-249.67596,111.73413,-38.639687,28.920216,-19.552109,13.804998,-39.739403,19.876163,-20.739252,-4.2681327,-2.957316,-16.997839,-10.424497,0
 that,156.9,157.46,0.56,0.06610349,0.099202474,-260.34268,113.2253,-33.854485,48.41042,-9.868798,2.755485,-38.500484,14.359879,-29.068186,2.577085,-5.200907,-14.298536,-14.41125,0
